Original_row_number,STATE_CODE_001,STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,DIRECTION_005E,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,FEATURES_DESC_006A,CRITICAL_FACILITY_006B,FACILITY_CARRIED_007,LOCATION_009,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,YEAR_BUILT_027,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,OTHER_STATE_CODE_098A,OTHER_STATE_PCNT_098B,OTHR_STATE_STRUC_NO_099,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,MIN_NAV_CLR_MT_116,FED_AGENCY,SUBMITTED_BY,BRIDGE_CONDITION,LOWEST_RATING,DECK_AREA,Municipality
19547,42,45929,1,5,0,0,0,11,3,11336,Trib of Chartiers Cr',<Null>,Morrow St',1 mile north of Glendale',99.99,0,0,<Null>,<Null>,40243707,80053018,2,3,3,3,19,1973,2,0,150,2019,A,6.7,0,35,0,1,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,7.6,7.6,8.5,1.2,1.2,7.6,10.6,99.99,N,0,N,0,0,6,6,6,4,N,1,49,1,29,6,5,N,5,6,8,<Null>,<Null>,0,521,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,0,1,1,<Null>,Y,4,160,2041,0,N,42,F,6,90.1,Carnegie Borough
19554,42,45973,1,3,1,0,0,11,3,15216,ROBINSON RUN',<Null>,DORRINGTON RD',.25 MI S. OF SR3048',99.99,0.623,0,<Null>,<Null>,40233784,80063979,3,3,1,1,19,2010,2,0,737,2022,5,9.8,0,20,0,1,1,0,1,5,0,0,0,A,1,5,5,5,0,0,1,0,17.7,18.6,19.5,0,0,8.8,8.8,99.99,N,0,N,0,0,8,8,8,8,N,1,99.9,1,44.5,8,5,N,5,7,4,<Null>,<Null>,0,521,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,1,5,0,<Null>,Y,8,742,2032,0,N,42,G,8,171.6,Collier Township
19573,42,46000,1,3,1,0,0,11,3,55016,N BRANCH OF ROBINSON RUN',<Null>,KELSO RD',150 NW OF SR 3108',99.99,0,0,<Null>,<Null>,40242258,80140569,6,3,1,1,9,2010,2,0,678,2022,5,9.1,0,10,0,1,1,0,1,5,0,0,0,A,1,5,5,6,0,0,1,0,7.9,9.1,9.1,0,0,8,9,99.99,N,0,N,0,0,8,8,8,7,N,1,81.6,1,49,8,5,N,5,7,7,<Null>,<Null>,0,521,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,3,1,9,0,<Null>,Y,8,832,2032,0,N,42,G,8,81.9,North Fayette Township
19600,42,46046,1,3,1,0,0,11,3,22992,OVER BRANCH OF WYLIE RUN',<Null>,LOVEDALE ROAD',ELIZABETH',99.99,1.986,0,<Null>,<Null>,40164553,79510769,8,3,1,1,16,2010,2,0,6943,2022,A,9.1,0,45,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,9.1,9.1,9.4,0,0,9.1,10.1,99.99,N,0,N,0,0,7,8,7,8,N,1,99.9,1,85.3,7,3,N,5,9,5,<Null>,<Null>,0,120,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,1,3,0,<Null>,Y,8,8997,2032,0,N,42,G,7,94.94,Elizabeth Township
19606,42,46063,1,5,8,0,0,11,3,11680,Saw Mill Run',<Null>,Grove Rd',Grove Rd & Rt 88',99.99,0,0,<Null>,<Null>,40220100,80005304,3,3,3,3,19,2010,2,0,9131,2018,A,7,0,10,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,0,1,0,70.1,7.6,7.9,1.4,0.2,0,0,99.99,N,0,N,0,0,N,N,N,7,6,1,94.3,1,44.5,6,N,N,5,7,8,<Null>,<Null>,0,720,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,N,N,N,N,3,1,<Null>,Y,5,10000,2039,0,N,42,F,6,55.3,Castle Shannon Borough
19643,42,46138,1,3,1,0,0,11,3,84704,LONG RUN',<Null>,Lincoln Hwy',1260 East of Rte 48',99.99,1.802,0,<Null>,<Null>,40200734,79481868,6,3,1,1,16,2010,2,0,12417,2022,5,14.9,0,30,0,1,1,1,1,5,0,0,0,A,1,5,5,6,0,0,1,0,10.4,9.1,9.8,2.1,1.7,10.4,11.3,99.99,N,0,N,0,0,7,8,8,7,N,1,79.8,1,41.7,8,4,N,5,7,8,<Null>,<Null>,0,1219,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,1,5,0,<Null>,Y,8,17553,2032,0,N,42,G,7,110.74,White Oak Borough
19645,42,46140,1,3,1,0,0,11,3,45912,PINE CREEK',<Null>,GRUBBS RD',GRUBBS ROAD',99.99,0,0,<Null>,<Null>,40352965,80010400,5,3,1,1,19,2010,2,0,1849,2020,5,9.1,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,6,0,0,1,0,9.1,15.2,15.8,0.2,0.2,9.1,10.1,99.99,N,0,N,0,0,7,8,8,7,N,1,83.5,1,39.9,8,5,N,5,7,7,<Null>,<Null>,0,220,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,4,0,1,3,0,<Null>,Y,8,3333,2032,0,N,42,G,7,159.58,McCandless Township
19650,42,46151,1,5,8,0,0,11,3,45912,Pine Creek',<Null>,Blazier Drive #3',Blazier 3 over Pine Creek',99.99,0,0,<Null>,<Null>,40350907,80021424,2,3,3,3,19,2010,2,0,1500,2018,5,8.5,0,10,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,0,2,0,8.6,7.3,16.2,0.3,1.8,0,0,99.99,N,0,N,0,0,N,N,N,7,6,1,76.2,1,48.1,6,N,N,5,7,8,<Null>,<Null>,0,820,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,N,N,N,N,1,1,<Null>,Y,5,1550,2039,0,N,42,F,6,137.7,McCandless Township
19698,42,46220,1,3,1,0,0,11,3,55488,LINCOLN HIGHWAY',<Null>,GREENSBURG PIKE',GREENSBURG PIKE O/ RT 30',99.99,0,0,<Null>,<Null>,40225200,79485980,0,3,1,1,16,2010,2,4,2955,2022,A,11,0,45,0,1,1,1,0,5,N,0,0,A,1,1,3,2,0,0,1,0,11,51.2,51.8,1.6,0.2,11,13.3,99.99,H,5.49,H,4.3,4.3,7,8,7,N,N,3,71.7,3,42.6,7,5,6,5,N,7,<Null>,<Null>,0,320,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,1,7,0,<Null>,Y,N,5724,2032,0,N,42,G,7,688.94,North Versailles Township
19725,42,46264,1,3,1,28,1,11,3,24160,CSX (AVRR)',<Null>,SR 28 NB',0.25 MI SOUTH OF SR 8',99.99,6.906,1,20028,0,40293901,79563497,3,3,1,1,12,2010,3,0,23016,2022,5,17.1,0,50,1,1,1,1,1,5,N,0,0,A,1,2,3,2,0,0,1,0,16.9,54.3,55.8,0.2,0.2,16.9,18.3,99.99,R,7.11,R,0,0,7,8,7,N,N,1,86.2,1,50.8,7,6,3,5,N,8,<Null>,<Null>,0,1018,48,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,L,1,<Null>,1,0,<Null>,1,1,0,1,7,0,<Null>,Y,N,31277,2032,0,N,42,G,7,1021.14,Etna Borough
19737,42,46283,1,3,1,28,3,11,3,24160,CSX (AVRR)',<Null>,SR 28 SB',500 S of Etna interchng',99.99,6.912,1,20028,0,40293927,79563526,3,3,1,1,12,2009,2,0,24754,2022,5,20.7,0,64,1,1,1,1,1,5,N,0,0,A,1,2,4,2,0,0,2,0,16.8,39.6,79.6,0.2,0.2,16.8,17.7,99.99,R,6.98,R,0,0,7,8,7,N,N,1,68.9,1,40.8,7,9,3,5,N,8,<Null>,<Null>,0,1018,48,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,R,1,<Null>,1,0,<Null>,1,1,0,1,7,0,<Null>,Y,N,33638,2032,0,N,42,G,7,1408.92,Etna Borough
19740,42,46286,1,3,1,0,0,11,3,83512,STREETS RUN',<Null>,STREETS RUN RD',AT INTER. PROSPECT RD',99.99,3.153,0,<Null>,<Null>,40212474,79572095,3,3,1,1,16,2010,2,0,14206,2022,5,14.9,0,7,0,1,1,1,1,5,0,0,0,A,1,5,5,5,0,0,1,0,14.9,8.5,9.1,0,0,14.9,16,99.99,N,0,N,0,0,8,8,7,8,N,3,99.9,3,83.5,7,9,N,5,9,5,<Null>,<Null>,0,320,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,1,6,0,<Null>,Y,8,17692,2032,0,N,42,G,7,145.6,West Mifflin Borough
19814,42,46492,1,1,1,76,4,11,3,32624,SR1001  N.S.  AV. R',<Null>,PA TPK (I-76) WB',Allegheny River',99.99,0,1,<Null>,<Null>,40321800,79491800,35,2,31,31,11,2010,3,5,16799,2010,A,17.7,0,0,1,1,1,1,1,4,1,26.8,153,A,1,8,2,21,0,0,6,0,17.7,162.2,716.3,0.2,0.2,17.7,18.7,99.99,R,13.5,H,2,0,7,7,7,8,N,3,34.5,3,32.7,7,7,4,5,9,8,<Null>,<Null>,0,521,24,N,Y60,N,<Null>,918,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,1,R,1,<Null>,1,0,<Null>,1,1,0,1,17,1,1,Y,8,19819,2030,0,N,42,G,7,13394.81,Harmar Township
19815,42,46493,1,1,1,76,2,11,3,32624,SR 1001  N.S. & A.V. RR',<Null>,PA TPK (I-76) EB',Allegheny River',16.38,0,1,<Null>,<Null>,40321800,79491800,35,2,31,31,11,2010,3,5,17862,2010,A,17.7,0,0,1,1,1,1,1,4,1,26.8,153,A,1,8,2,21,0,0,6,0,2.2,162.2,716.3,0.2,0.2,17.7,18.7,16.38,R,13.34,R,0,0,7,7,7,8,N,3,34.5,3,32.7,7,7,3,5,9,8,<Null>,<Null>,0,521,24,N,Y60,N,<Null>,918,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,1,L,1,<Null>,1,0,<Null>,1,1,0,1,17,1,1,Y,8,23173,2030,0,N,42,G,7,13394.81,Harmar Township
19872,42,46653,1,3,1,0,0,11,3,55016,SR 22 EB WB',<Null>,KELSO ROAD',SR 3051 OVER SR 22',99.99,0.014,0,<Null>,<Null>,40254967,80155055,3,3,1,1,8,2011,2,4,817,2020,A,12.2,0,0,0,1,1,1,1,5,N,0,0,A,1,1,5,6,0,0,2,0,12.2,19.5,39.9,0.2,0.2,12.2,13.2,99.99,H,5.33,H,3,3,7,8,7,N,N,F,64.2,F,39.5,7,8,5,5,N,7,<Null>,<Null>,0,521,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,1,16,0,<Null>,Y,N,1777,2032,0,N,42,G,7,526.68,North Fayette Township
19919,42,46768,1,5,0,0,0,11,3,59032,Thompson Run',<Null>,Old William Penn',Intersect Thompson Run',99.99,0,0,<Null>,<Null>,40263765,79474933,8,3,3,3,19,1924,2,0,16904,2016,5,7.3,0,24,0,0,0,0,0,4,0,0,0,A,1,5,1,4,0,0,1,0,8.7,9.4,10.1,0,0,8.7,9.4,99.99,N,0,N,0,0,5,4,5,5,N,0,55.3,0,32.7,4,2,N,5,4,8,<Null>,<Null>,0,921,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,N,6,8,0,5,0,<Null>,Y,3,19000,2039,0,N,42,P,4,94.94,Monroeville Municipality
19942,42,46801,1,5,1,0,0,11,3,46256,CSX & UNION RR',<Null>,COURSIN STREET',FO03 MCKEESPORT FLYOVER',99.99,0,0,<Null>,<Null>,40211048,79512463,1,3,2,2,17,2011,2,0,500,2011,A,12.2,0,0,0,1,1,1,1,5,N,0,0,A,1,2,3,2,0,0,1,0,12.2,29.9,30.8,2.1,0.2,12.2,15.1,99.99,R,6.92,N,0,0,8,8,7,N,N,F,48.3,F,37.3,7,8,N,5,N,6,<Null>,<Null>,0,1021,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,1,5,0,<Null>,Y,N,3782,2029,0,N,42,G,7,465.08,McKeesport
19946,42,46806,1,5,1,0,0,11,3,82800,LITTLE DEER CREEK',<Null>,MCKRELL RD',DL06 LIT DEER CRK NO 6',99.99,0,0,<Null>,<Null>,40371259,79500089,5,3,2,2,19,2011,2,0,2036,2021,A,11.3,0,8,0,1,1,1,1,4,0,0,0,A,5,5,1,11,0,0,1,0,11.3,11,11,0,1.4,11.3,18.3,99.99,N,0,N,0,0,N,7,8,6,N,F,45.4,F,36,7,5,N,5,7,8,<Null>,<Null>,0,1021,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,N,N,N,N,4,0,<Null>,Y,5,2240,2041,0,N,42,G,7,201.3,West Deer Township
19976,42,46851,1,3,1,0,0,11,3,55016,SR 22',<Null>,MONTOUR CHURCH RD',TWP RD 430 OVER SR 22',99.99,0,0,<Null>,<Null>,40263850,80104260,3,3,1,1,19,2011,2,4,1968,2020,A,7.3,0,31,0,1,1,1,1,5,N,0,0,A,1,1,6,2,0,0,2,0,12.2,24.4,49.4,0,0,12.2,13.2,99.99,H,5.2,H,0,0,8,8,7,N,N,F,58.6,F,36.9,7,7,3,5,N,8,<Null>,<Null>,0,1119,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,1,4,0,<Null>,Y,N,4000,2032,0,N,42,G,7,652.08,North Fayette Township
19991,42,46880,1,3,1,0,0,11,3,8624,MCLAUGHLIN RUN',<Null>,MCLAUGHLIN RUN RD',1/2 MI. S.E. OF SR 50',99.99,0,0,<Null>,<Null>,40212044,80062363,6,3,1,1,16,2011,2,0,4921,2022,A,7.3,0,0,0,1,1,1,1,5,0,0,0,A,5,5,5,5,0,0,1,0,7.3,13.7,14.6,1.5,1.5,7.4,11,99.99,N,0,N,0,0,8,8,8,8,N,F,55.4,F,35,8,2,N,5,4,4,<Null>,<Null>,0,521,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,1,8,0,<Null>,Y,8,8154,2032,0,N,42,G,8,160.6,Bridgeville Borough
20007,42,46915,1,3,1,136,0,11,3,26896,BECKETS RUN',<Null>,MONON ROAD',100 SW OF TWP RD 636',99.99,4.884,0,<Null>,<Null>,40120350,79515634,8,3,1,1,16,2011,2,0,4858,2022,A,13.4,0,45,0,1,1,1,1,5,0,0,0,A,1,5,5,2,0,0,1,0,12.2,10.7,11.3,0,0,12.2,13.2,99.99,N,0,N,0,0,8,8,8,7,N,F,61.6,F,39.5,8,6,N,5,9,5,<Null>,<Null>,0,120,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,1,10,0,<Null>,Y,8,5000,2037,0,N,42,G,8,149.16,Forward Township
20031,42,46944,1,4,1,0,0,11,3,50784,BOGGS RUN',<Null>,SPRING RUN RD EXT',BG01 BOGGS RUN 1',99.99,0,0,<Null>,<Null>,40323057,80145243,10,3,2,2,17,2011,1,0,2134,2012,5,11,0,30,0,1,1,0,1,4,0,0,0,A,1,5,5,6,0,0,1,0,11,8.5,9.1,0.2,0.2,11,12,99.99,N,0,N,0,0,8,8,7,6,N,1,64.4,1,38.1,7,5,N,5,8,8,<Null>,<Null>,0,1221,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,3,<Null>,0,0,<Null>,1,1,0,1,1,1,<Null>,Y,8,2611,2032,0,N,42,G,7,109.2,Moon Township
20042,42,46974,1,1,1,376,2,11,3,50528,BUSINESS RT. 22',<Null>,INTERSTATE 376',NEAR TURNPIKE INT.',99.99,56.021,1,20376,0,40262000,79452930,3,3,1,1,11,2011,3,5,48654,2022,A,17.7,0,48,0,1,1,1,1,5,N,0,0,A,1,1,4,2,0,0,3,0,16.5,44.8,82.6,0,0,16.5,17.5,99.99,H,4.97,H,2.1,3.7,8,8,8,N,N,F,61.9,F,45.7,8,6,4,5,N,8,<Null>,<Null>,0,721,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,1,N,1,<Null>,1,0,<Null>,1,1,0,1,8,1,<Null>,Y,N,50000,2037,0,N,42,G,8,1445.5,Monroeville Municipality
20058,42,47018,1,5,0,0,0,11,3,56384,Squaw Run',<Null>,Zaenger Drive',Off Old Freeport Rd',99.99,0,0,<Null>,<Null>,40291425,79523894,2,3,3,3,19,2004,2,0,300,2018,A,7.9,0,0,0,1,1,1,1,5,0,0,0,A,5,5,1,19,0,0,1,0,7.9,7.3,7.9,0,0,0,0,99.99,N,0,N,0,0,N,N,N,7,7,1,68.9,1,43.5,7,N,N,5,7,8,<Null>,<Null>,0,220,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,N,N,N,N,1,0,<Null>,Y,8,325,2039,0,N,42,G,7,62.41,O Hara Township
20064,42,47031,1,3,1,65,0,11,3,23616,Lowries Run',<Null>,Ohio River Blvd',Emsworth Boro',99.99,9.362,1,20065,0,40303600,80053600,8,3,1,1,14,2011,2,0,21895,2022,A,7.3,0,45,0,1,0,0,0,5,0,0,0,A,5,5,3,2,0,0,1,0,15.5,30.2,31.4,1.8,1.8,15.5,19.2,99.99,N,0,N,0,0,8,8,7,7,N,F,60.9,F,46.7,7,9,N,5,9,7,<Null>,<Null>,0,521,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,1,0,<Null>,1,1,0,1,8,0,<Null>,Y,8,22837,2032,0,N,42,G,7,602.88,Emsworth Borough
20087,42,47089,1,1,1,76,0,11,3,32624,PA TPK (Ramp BC)',<Null>,PA TPK (I-76)',Allegheny Valley Interch',99.99,0,1,<Null>,<Null>,40322400,79491200,8,2,31,31,11,2011,4,2,46240,2010,5,36.9,3,10,0,1,1,1,1,4,N,0,0,A,1,1,3,2,0,0,1,0,18.6,30.5,32.6,0.2,0.2,36.9,39.1,99.99,H,5.65,H,4.5,0.6,8,7,7,N,N,C,66.2,C,39.9,7,9,9,5,N,8,<Null>,<Null>,0,518,48,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,1,N,2,<Null>,1,0,<Null>,1,1,9,1,10,1,<Null>,Y,N,75820,2030,0,N,42,G,7,1274.66,Harmar Township
20124,42,47181,1,1,1,76,0,11,3,60272,SR 4052  LR 02225',<Null>,PA TPK (I-76)',East of Warrendale',99.99,52.819,1,<Null>,<Null>,40390106,80022021,35,1,31,31,11,2012,6,2,31140,2008,A,37.2,3,54,0,1,1,1,1,4,N,0,0,A,1,1,3,2,0,0,1,0,18,32,33.2,0.2,0.2,36.3,38.2,99.99,H,4.64,H,5,0,7,7,7,N,N,F,67.4,F,42.4,7,9,6,5,N,8,<Null>,<Null>,0,420,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,1,N,2,<Null>,1,0,<Null>,1,1,9,1,15,1,<Null>,Y,N,44880,2030,0,N,42,G,7,1268.24,Pine Township
20125,42,47184,1,1,1,76,0,11,3,60272,SR 4063  LR 02141',<Null>,PA TPK (I-76)',West of Gibsonia',99.99,0,1,<Null>,<Null>,40382400,80011800,35,1,31,31,1,2012,6,2,15732,2010,A,37.2,3,27,0,1,1,1,1,4,N,0,0,A,1,1,5,2,0,0,1,0,15.9,49.4,51.5,0.2,0.2,36,38.2,99.99,H,9.38,H,4.3,30.2,8,8,7,N,N,F,79.7,F,38.9,7,9,9,5,N,8,<Null>,<Null>,0,520,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,1,N,2,<Null>,1,0,<Null>,1,1,9,1,11,1,<Null>,Y,N,18470,2030,0,N,42,G,7,1967.3,Pine Township
20127,42,47186,1,1,1,76,0,11,3,60272,T-574',<Null>,PA TPK (I-76)',West of Gibsonia',99.99,0,1,<Null>,<Null>,40380600,79593000,35,2,31,31,1,2012,6,2,27341,2001,A,37.2,3,5,0,1,1,1,1,4,N,0,0,A,1,1,5,2,0,0,1,0,18,34.7,35.4,0.2,0.2,36,38.2,99.99,H,5.78,H,1.1,99.9,7,8,7,N,N,F,62.9,F,37.9,7,9,3,5,N,8,<Null>,<Null>,0,520,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,1,N,2,<Null>,1,0,<Null>,1,1,9,1,24,1,<Null>,Y,N,40196,2030,0,N,42,G,7,1352.28,Richland Township
20128,42,47187,1,1,1,76,0,11,3,60272,SR 4068',<Null>,PA TPK (I-76)',East of Warrendale',99.99,0,1,<Null>,<Null>,40390883,80031448,35,2,31,31,1,2012,6,2,31140,2008,A,34.7,3,25,1,1,1,1,1,4,N,0,0,A,1,1,5,2,0,0,1,0,16.8,48.2,50,0.2,0.2,33.5,35.7,99.99,H,6.91,H,2.3,0,7,7,7,N,N,F,75.8,F,38.9,7,9,4,5,N,8,<Null>,<Null>,0,420,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,1,N,2,<Null>,1,0,<Null>,1,1,9,1,21,1,<Null>,Y,N,44880,2030,0,N,42,G,7,1785,Pine Township
20148,42,47269,1,3,1,0,0,11,3,59032,PLUM CREEK',<Null>,HULTON RD',HULTON RD',99.99,13.679,0,<Null>,<Null>,40305078,79481834,6,3,1,1,16,2012,2,0,6556,2022,A,9.1,0,35,0,1,1,0,0,5,0,0,0,A,1,5,5,6,0,0,1,0,9.1,15.2,16.2,0.1,0.1,9.1,10.1,99.99,N,0,N,0,0,8,8,8,7,N,F,68.7,F,37.3,8,3,N,5,8,6,<Null>,<Null>,0,320,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,1,7,0,<Null>,Y,8,6791,2032,0,N,42,G,8,163.62,Plum Borough
20149,42,47270,1,4,0,0,0,11,3,66264,PINE CREEK SOUTH',<Null>,THOMPSON RUN RD',PS01 PINE CREEK  SOUTH BR',99.99,0,0,<Null>,<Null>,40325880,79595193,3,3,2,2,16,2012,2,0,16520,2005,A,9.4,0,40,0,1,0,0,1,5,0,0,0,A,1,5,5,6,0,0,1,0,10.1,12.2,12.2,0.2,0.2,10.1,11.1,99.99,N,0,N,0,0,7,7,7,7,N,F,52.2,F,32.7,7,4,N,5,8,8,<Null>,<Null>,0,620,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,1,1,0,1,2,0,<Null>,Y,7,20000,2025,0,N,42,G,7,135.42,Ross Township
20217,42,47436,1,3,1,0,0,11,3,82800,DAWSON RUN',<Null>,OAK RD',1/2 MILE FR TR 910',99.99,0.781,0,<Null>,<Null>,40372900,79535400,6,3,1,1,17,2012,2,0,5371,2022,A,20.1,0,46,0,1,1,0,1,4,0,0,0,A,1,5,1,19,0,0,1,0,9.1,7,7,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,7,F,51.8,F,45.4,7,N,N,5,9,8,<Null>,<Null>,0,121,24,N,N,N,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,0,<Null>,0,N,2,<Null>,0,0,<Null>,N,N,N,N,6,0,<Null>,Y,8,5661,2032,0,N,42,G,7,140.7,West Deer Township
