COG,Municipality,Year,Real.Estate.Taxes,Occupation.Taxes,Residence.Taxes,Regional.Asset.District.Sales.Tax,Per.Capita.Taxes,Real.Estate.Transfer.Taxes,Earned.Income.Taxes,Business.Gross.Receipts.Taxes,Occupation.Taxes.Act.511,Local.Services.Tax,Amusement.Admission.Taxes,Mechanical.Device.Taxes,Other.Taxes.1,Other.Taxes.2,Total.Taxes,A.O.Licenses.Permits,Cable.TV.Franchise.Fees,Fines.and.Forfeits,Interest.Earnings,Rents.and.Royalties,Federal.Grant.Highway.n.Streets,Federal.Grant.Community.Dev,A.O.Federal.Op.Grants,Federal.Revenue.National.Forest,A.O.Federal.Revenue,Federal.Payments.in.Lieu.of.Taxes,PA.Grant.Highways.and.Streets,PA.Grant.Community.Dev,PA.Recycling.Act.101.Revenue,A.O.State.Operating.Grants,PURTA.Revenue,MV.Fuel.Tax.n.State.Road,Alcoholic.Beverage.Licenses,Pension.System.State.Aid,Foreign.Fire.Insurance.Tax,Local.Gaming.Proceeds,Marcellus.Shale.Impact.Fee,A.O.State.Revenues,PA.Payments.in.Lieu.of.Taxes,Local.Grant.Highways.and.Streets,A.O.Local.Capital.and.Operating.Grants,Payments.for.Contracted.Services,Local.Payments.in.Lieu.of.Taxes,Charges.General.Government,Charges.Public.Safety,Charges.Parking,A.O.Charges.Highway.n.Street,Charges.Wastewater.Sewage,Charges.Solid.Waste,Host.Benefit.Fee.for.Waste.Facility,A.O.Charges.for.Sanitation,Charges.Health.Services,Charges.Human.Services,Charges.Culture.and.Recreation,Charges.Airports,Charges.Bars,Charges.Cemeteries,Charges.Electric.System,Charges.Gas.System,Charges.Housing.System,Charges.Markets,Charges.Transit.Systems,Charges.Water.Systems,A.O.Charges.for.Service,Special.Assessments,Escheats,Donations.Private.Sectors,Fiduciary.Fund.Pension.Contributions,A.O.Unclassified.Operating.Revenues,Proceeds.of.General.Fixed.Asset,Interfund.Operating.Transfers.Revenue,Proceeds.of.General.Long.Term.Debt,Proceeds.of.Short.Term.Debt,Refunds.of.Prior.Year.Expenditures,Total.Revenue,Legislative.Body.Expend,Manager.or.Mayor,Auditing.Services.Financial.Admin,Tax.Collection.Expend,Solicitor.Legal.Services.Expend,Secretary.Clerk,Other.Gen.Gov.Admin,IT.and.Data,Engineering.Services,General.Government.Buildings.n.Plant,Police,Fire,Ambulance.and.Rescue,UCC.and.Code.Enforcement,Planning.and.Zoning,Emergency.Management.n.Communications,Militia.and.Armories,Exam.of.Licensed.Occupations,Public.Scales.Weights.Measures,Other.Public.Safety,Total.Public.Safety,Health.and.Human.Services,Recycling.Collection.and.Disposal,Garbage.Collection.and.Disposal.Expend,Weed.Control,Wastewater.Sewage.Treatment.Expend,Admin.Highway.Streets.Expend,Cleaning.of.Streets.and.Gutters,Winter.Maintenance.and.Snow.Removal,Traffic.Control.Devices,Street.Lighting,Sidewalks.and.Crosswalks,Storm.Sewers.and.Drains,Repairs.of.Tools.and.Machinery,Maintenance.n.Repairs.Roads.Bridges,Highway.Construction.and.Rebuilding.Projects,Public.Works.Enterprises.Airports,Public.Works.Enterprises.Cemeteries,Public.Works.Enterprises.Electric.System,Public.Works.Enterprises.Gas.System,Public.Works.Enterprises.Markets,Public.Works.Enterprises.Parking,Public.Works.Enterprises.Flood.Control,Public.Works.Enterprises.Transit.System,Public.Works.Enterprises.Water.System,Public.Works.Enterprises.Water.Transport,Culture.Recreation.Admin.Expend,Participant.Recreation.Expend,Spectator.Recreation.Expend,Parks.Expend,Shade.Tree.Expend,Libraries.Expend,Civil.and.Military.Celebrations,Senior.Citizen.Centers,A.O.Culture.and.Recreation,Conservation.of.Natural.Resources,Community.Development.and.Housing,Economic.Development,Economic.Opportunity,A.O.Community.Development,Debt.Principal,Debt.Interest,Fiscal.Agent.Fees,Withholding.Taxes.n.Unemployment.Comp,Employer.Judgments.and.Losses,Pension.Retirement.Fund.Contributions,Worker.Compensation.Insurance,Other.Group.Insurance.Benefits,Insurance.Casualty.and.Surety,Fiduciary.Fund.Benefits.and.Refunds,A.O.Unclassified.Expenditures,Refund.of.Prior.Year.Revenues,Interfund.Operating.Transfers.Expend,A.O.Financing.Uses,Total.Expenditure,sum.code.enf,per.it.data,per.code.enf
QUAKER VALLEY,AVALON BORO,2006,1012535,0,0,133082,14968,47074,391332,0,0,42939,0,0,0,0,1641930,18314,40269,57837,3841,10800,0,0,1792,0,0,0,0,0,0,5000,2288,0,0,52505,0,0,0,0,26380,0,0,7897,0,3548,39462,1572,0,44782,0,0,0,0,0,41854,0,0,0,0,0,0,0,0,0,0,0,0,12669,0,0,0,165843,0,2.00E+05,48584,5301967,27685,84235,10445,61506,36169,61691,8991,6476,58244,62068,747725,120909,0,10846,4002,0,0,0,0,22709,906191,0,0,0,0,37627,288418,0,0,6220,69025,0,0,0,3407,1716,0,0,0,0,0,0,0,0,0,0,4402,84893,1579,8351,0,78366,2908,0,0,0,0,0,0,0,347453,123585,0,0,0,0,39569,0,58763,0,0,34220,17000,0,6033898,14848,0.107,0.246
QUAKER VALLEY,AVALON BORO,2007,1059360,0,0,133975,15771,37012,407462,0,0,46357,0,15400,0,0,1715337,373,68721,51123,13048,16640,0,0,0,0,0,0,0,0,0,0,2120,0,0,54509,0,0,0,0,26390,0,0,11514,0,2490,77185,511,0,22974,0,0,0,0,0,45439,0,0,0,0,0,0,0,0,0,0,0,0,3623,0,0,0,161905,0,275000,40392,3763912,27072,88356,9955,66976,39085,51391,12675,7843,21444,63011,749664,112388,0,48050,7181,0,0,0,0,40395,957678,0,0,0,0,1336,348910,0,0,9264,72377,0,0,0,2930,0,0,0,0,0,0,0,0,0,0,0,613,79952,16968,19542,0,69600,1992,0,0,0,0,0,0,0,355000,170204,0,0,0,0,42367,0,63460,0,0,50099,9253,0,3923017,55231,0.2,1.408
QUAKER VALLEY,AVALON BORO,2008,1061277,0,0,133796,14219,28974,407975,0,0,31281,0,0,0,0,1677522,27406,89209,58578,3749,15360,0,0,0,0,0,0,0,0,735,16000,2056,0,0,54168,0,0,0,0,26928,0,0,9760,0,31600,17326,996,38645,19297,0,0,0,0,0,50770,0,0,0,0,0,0,0,0,0,0,0,0,3246,0,0,0,433407,0,275000,29292,4495813,27687,105593,10402,66883,47138,53687,19639,6920,20940,56682,800690,92748,84,13533,5405,0,0,0,0,35336,947796,0,93,0,0,1539,376013,0,0,9576,75727,0,676,0,763,0,0,0,0,0,0,0,0,0,0,0,5351,67375,504,8107,145,85782,2540,0,0,0,0,0,0,0,372634,161647,0,0,0,0,41360,0,59636,0,0,41082,138381,0,4655629,18938,0.149,0.407
QUAKER VALLEY,AVALON BORO,2009,1360097,0,0,137238,2570,35030,423245,0,0,38323,0,0,0,0,1996503,18959,88886,52883,1054,15360,0,0,0,0,0,0,0,0,0,0,2455,0,1200,0,0,0,0,0,23887,0,0,6789,0,30470,22603,2664,54582,0,0,0,0,0,0,54507,0,0,0,0,0,0,0,0,0,0,0,0,26376,0,0,0,135448,0,3.00E+05,4588,6587552,24470,105508,10659,60443,37713,54408,2424,12955,12585,51063,810989,105770,0,17161,0,0,0,0,0,35032,968952,0,0,0,0,8460,423909,0,0,9457,75370,0,0,0,50575,0,0,0,0,0,0,0,0,0,0,0,1021,84320,1037,46428,489,90770,3846,0,0,0,0,0,0,0,385000,152872,74,0,0,0,52502,0,58693,0,0,38320,0,0,6421654,17161,0.202,0.267
QUAKER VALLEY,AVALON BORO,2010,1345555,0,0,141845,36,65110,357210,0,0,30189,0,0,0,0,1939945,21503,95208,55763,325,14080,0,0,23486,0,0,0,0,0,0,0,2427,0,1200,0,26887,0,0,0,0,0,0,0,0,30420,75081,0,38219,0,0,0,0,0,0,55738,0,0,0,0,0,0,0,0,0,0,0,0,39965,0,0,0,254010,0,3.00E+05,9858,4803310,26452,110352,10689,61125,45374,60971,3453,1415,0,41681,888852,88490,0,10535,0,0,0,0,0,38889,1026766,0,0,0,0,1283,524079,0,0,12944,67110,0,2867,0,48816,0,0,0,0,0,0,0,0,0,0,0,260,72217,1767,45680,285,65255,4496,0,0,0,0,0,0,0,397634,151437,584,0,0,0,47577,0,58822,0,0,40647,66532,0,4718778,10535,0.03,0.223
QUAKER VALLEY,AVALON BORO,2011,1360918,0,0,158853,0,25056,340789,0,0,32225,0,0,0,0,1917841,14812,101694,66995,167,15360,0,0,0,0,0,0,0,0,0,0,9695,0,1400,188880,37295,0,0,0,0,0,0,0,0,23100,55390,7025,53345,0,0,0,0,0,0,74680,0,0,0,0,0,0,0,0,0,0,0,0,14515,0,9590,0,203901,70000,3.00E+05,35965,4662246,30503,112498,11574,71218,29903,59589,4594,10478,0,54731,931391,112265,0,12977,242,0,0,0,0,98656,1155531,0,0,0,0,345,376727,0,0,8058,86969,0,47,0,55611,0,0,0,0,0,0,0,0,0,0,0,979,79118,1856,21592,91,83449,3704,0,0,0,0,0,0,0,452634,155300,2379,0,0,0,78831,0,61741,0,0,39401,21560,0,4510250,13219,0.232,0.293
QUAKER VALLEY,AVALON BORO,2012,1335680,0,0,175268,0,57181,444207,0,0,34569,0,0,0,0,2046905,19350,105285,59464,190,15360,0,0,0,0,0,0,0,0,0,0,0,0,0,60453,21025,0,98,0,0,0,0,0,0,23060,43766,3909,43829,0,0,0,0,0,0,82705,0,0,0,0,0,0,0,0,0,0,0,0,50497,0,1156,0,105840,0,3.00E+05,0,4300785,31859,116208,10920,43229,21302,71383,4491,3748,0,45548,934807,91290,0,10488,254,0,0,0,0,24889,1061728,0,0,0,0,0,390394,0,0,17541,73042,0,0,0,23276,0,0,0,0,0,0,0,0,0,0,0,1772,109250,2313,14555,0,62907,3018,0,0,0,0,0,0,0,476634,153150,2291,0,0,0,80019,0,62814,0,0,20563,33000,0,3887079,10742,0.096,0.276
QUAKER VALLEY,AVALON BORO,2013,1237719,0,0,171076,0,35827,447276,0,0,34237,0,0,0,0,1926135,20763,108205,55963,123,15840,0,0,0,0,0,0,0,0,0,0,0,0,1400,62150,23720,0,179,0,0,0,0,0,0,35040,67550,3732,85063,0,0,0,0,0,0,65605,0,0,0,0,0,0,0,0,0,0,0,0,24694,0,0,0,127651,3365000,3.00E+05,0,7788267,32188,121089,12237,48593,32958,79859,3584,15306,0,51276,975512,88070,0,13369,3416,0,0,0,0,20614,1100981,0,0,0,0,0,475626,0,0,14283,73434,0,367,0,37192,0,0,0,0,0,0,0,0,0,0,0,278,85509,2820,10452,0,72097,3587,0,0,0,0,0,0,0,3571633,177535,96033,0,0,0,73346,0,73271,0,0,36514,31,0,7364578,16785,0.208,0.228
QUAKER VALLEY,AVALON BORO,2014,1460402,0,0,177084,0,40526,481559,0,0,33555,0,0,0,0,2193126,20883,108905,60838,109,14520,0,0,0,0,0,0,0,0,0,0,0,0,1000,69708,22506,0,248,0,0,0,0,0,0,33960,72100,3297,48907,0,0,0,0,0,0,59568,0,0,0,0,0,0,0,0,0,0,0,0,22700,0,0,0,97351,1.00E+05,3.00E+05,0,4651426,23754,126508,12316,41470,67259,88858,1490,6133,0,68281,997397,78095,0,13065,605,0,0,0,0,23963,1113125,0,0,0,0,0,444230,0,0,5112,87401,0,6284,0,284694,0,0,0,0,0,0,0,0,0,0,0,336,69781,2877,7131,0,81872,4294,0,0,0,0,0,0,0,509000,105279,2923,0,0,0,112319,0,87355,0,0,22339,0,0,4383675,13670,0.14,0.312
QUAKER VALLEY,AVALON BORO,2015,1720563,0,0,168545,0,53699,504034,0,0,37378,0,0,0,0,2484219,17997,110630,60169,164,16090,0,0,0,0,0,0,0,0,0,0,0,0,1200,70575,22832,0,461,0,0,0,0,0,0,35314,103322,2615,65068,0,0,0,0,0,0,63469,0,0,0,0,0,0,0,0,0,0,0,0,38355,0,13198,0,70888,0,3.00E+05,0,4843026,25476,130792,11825,47754,48204,105533,1318,1427,0,62983,964249,76592,0,17122,5000,0,0,0,0,23705,1086668,0,0,0,0,0,489321,0,0,8374,70888,0,52418,0,12738,0,0,0,0,0,0,0,0,0,0,0,810,98501,16415,16900,19,70102,3199,0,0,0,0,0,0,0,560586,104282,2451,0,0,0,109938,0,95888,0,0,44683,1253,0,4378177,22122,0.033,0.505
QUAKER VALLEY,AVALON BORO,2016,1780889,0,0,175016,0,61809,533944,0,0,39969,0,0,0,0,2591627,22493,110798,56117,227,15840,0,0,0,0,0,0,0,0,0,15805,2787,0,800,69994,22700,0,476,0,0,0,0,0,0,28273,173532,4268,37860,0,0,0,0,0,0,68788,0,0,0,0,0,0,0,0,0,0,0,0,160336,0,6674,0,162440,839000,3.00E+05,68314,6472280,24906,135181,11480,47879,69714,109661,1439,2453,16,61011,1090218,829363,0,41433,140,0,0,0,0,52916,2014070,0,0,0,0,0,376325,0,0,9325,81051,63547,5352,0,313445,0,0,0,0,0,0,0,0,0,0,0,3157,108201,19112,7647,7,74815,4081,0,1539,0,0,0,0,0,572246,102030,3147,0,0,0,92103,0,100782,0,0,9527,0,0,5974414,41573,0.041,0.696
QUAKER VALLEY,AVALON BORO,2017,1794545,0,0,198244,0,55230,545791,0,0,36728,0,0,0,0,2630538,13930,112199,77388,591,15840,0,0,0,0,0,0,0,0,0,6551,2770,0,1000,82589,20774,0,466,0,0,0,0,0,0,2790,106659,11436,16406,0,0,0,0,0,0,72693,0,0,0,0,0,0,0,0,0,0,0,0,81879,0,0,0,115869,0,3.00E+05,73871,5737227,34321,109928,23124,65438,59462,109810,1064,4615,1123,52645,1021625,77138,0,40495,8884,0,0,0,0,25926,1174068,0,0,0,0,0,424218,0,0,5042,71401,35005,146042,0,56617,0,0,0,0,0,0,0,0,0,0,0,11015,114124,2953,33967,303,70212,4960,0,1068,0,0,0,0,10465,545168,101710,1000,0,0,0,84180,0,53425,0,0,3421,54301,0,4910574,49379,0.094,1.006
QUAKER VALLEY,AVALON BORO,2018,1898587,0,0,217363,0,72610,563650,0,0,35714,0,0,0,0,2787924,25479,100501,72305,13135,14520,0,0,0,0,0,0,0,0,699,7019,2799,0,1200,65581,18916,0,704,0,0,0,0,0,0,3667,118064,10501,25557,0,0,0,0,0,0,70587,0,0,0,0,0,0,0,0,0,0,0,0,5994,0,0,3525,123200,0,3.00E+05,44692,5605859,37807,122707,33543,75009,51865,105068,1293,7627,1092,49796,1131827,77575,0,38677,13331,0,0,0,0,32573,1293983,0,0,0,0,0,507991,0,0,8640,72434,16967,43833,0,52557,0,0,0,0,0,0,0,0,0,0,0,5257,134289,2064,25866,369,80899,6266,0,1653,0,0,0,0,0,765000,95054,3170,0,0,0,93776,0,48162,0,0,6688,0,0,5412392,52008,0.141,0.961
QUAKER VALLEY,AVALON BORO,2019,1883859,0,0,230433,0,71800,591596,0,0,36307,0,0,0,0,2813995,18958,95867,106671,20504,2890,0,0,0,0,0,0,0,0,536,6929,2650,0,800,87048,20455,0,779,0,0,0,0,0,0,1930,148499,9886,25840,0,0,0,0,0,0,75853,0,0,0,0,0,0,0,0,0,0,0,0,1242,0,16010,0,171472,0,3.00E+05,34260,6328518,29297,129763,33209,59547,50450,103731,1646,16665,12618,72053,1223255,76858,0,49754,10247,0,0,0,0,42636,1402750,0,0,0,0,0,558528,0,0,10102,66937,28256,338806,0,62905,0,0,0,0,0,0,0,0,0,0,0,6364,126646,3171,11084,9309,87854,5871,0,1833,0,0,0,0,3016,425000,88189,1366,0,0,0,98731,0,56557,0,0,8007,34872,0,5933876,60001,0.281,1.011
QUAKER VALLEY,AVALON BORO,2020,1815878,0,0,222287,0,68573,594276,0,0,41780,0,0,0,0,2742794,12122,86887,82394,6587,13004,0,0,0,0,0,0,0,0,619,148266,2870,0,600,78781,20808,0,670,0,0,0,1.00E+05,0,0,4008,164063,7871,15040,0,0,0,0,0,0,3623,0,0,0,0,0,0,0,0,0,0,0,0,4410,0,45183,0,139930,2963119,3.00E+05,47743,9610449,40895,126896,29687,45930,66997,112858,27,68080,67192,63254,1218591,74488,0,42539,11043,0,0,0,0,40454,1387115,0,0,0,0,647,686076,0,39112,10745,72358,45210,55779,0,94706,0,0,0,0,0,0,0,0,0,0,0,794,123970,3093,10686,7352,76844,4097,0,35,0,0,0,0,11314,3073379,77664,57581,0,0,0,91384,0,50067,0,0,1500,49872,0,8823332,53582,0.772,0.607
SOUTH HILLS,BALDWIN BORO,2006,4538448,0,0,347752,0,185130,1571986,0,0,158072,0,82800,0,0,6884188,2685,247299,94177,45538,0,0,0,56250,0,0,0,0,72415,0,0,9380,0,5900,243993,0,0,0,0,111460,0,0,0,0,15225,187542,0,5860,0,0,0,0,2212,0,5564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974000,76067,750000,423306,16321667,102569,5700,9000,78568,84981,123483,29448,19153,64327,199208,3137817,342567,60592,124055,0,0,0,0,0,0,3665031,0,121430,733446,0,0,493715,0,296,6009,0,0,2093,266,219123,0,0,0,0,0,0,0,0,0,0,0,3336,0,0,246575,0,145000,13674,0,0,0,0,0,0,0,1522189,144038,0,108316,0,530027,175518,17750,187965,0,0,65597,40000,0,14321484,124055,0.134,0.866
SOUTH HILLS,BALDWIN BORO,2007,4689247,0,0,363632,0,328689,1661058,0,0,144458,0,71085,0,0,7258169,240,261469,120411,64406,3600,0,0,26250,0,0,0,6679,53531,19685,0,10734,0,5300,234067,0,0,0,0,109359,0,0,0,0,12813,138374,0,8180,0,0,0,0,2885,0,26804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78520,0,79546,14962942,56010,130705,10280,76440,134418,0,106800,29586,76132,237210,3000439,344849,79837,121661,0,0,0,0,0,0,3546786,0,128334,793554,0,0,510052,0,182,3758,0,0,3470,1650,513705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279105,0,170000,14923,0,0,0,0,0,0,0,323958,112724,0,6304,0,523260,204909,17775,118391,0,0,25712,196000,5000,13208790,121661,0.224,0.921
SOUTH HILLS,BALDWIN BORO,2008,4876304,0,0,401191,0,180380,1707708,0,0,110984,0,61205,0,0,7337772,240,265326,112340,35619,7750,0,0,28487,0,0,0,14374,102617,0,0,10107,0,5600,226229,0,0,0,0,111852,0,0,0,0,10426,127633,0,6150,0,0,0,0,2170,0,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27272,0,86575,241072,0,129516,13459856,53344,141255,10936,76082,87215,0,102680,11452,88411,279922,3252001,312139,87046,124685,0,0,0,0,0,0,3775871,0,117713,726757,0,0,564969,0,410,4946,0,0,919,102,410076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321747,0,180000,12107,0,0,0,0,0,0,0,367225,99573,0,5968,16437,513140,146197,17353,85895,0,0,16922,62500,0,16516977,124685,0.069,0.755
SOUTH HILLS,BALDWIN BORO,2009,4852693,0,0,439212,0,135386,1821595,0,0,102037,0,54290,0,0,7405213,240,314221,119632,7066,8450,0,0,3392,0,0,0,7961,45234,32832,0,10839,0,5300,222089,0,0,0,0,98494,0,0,0,0,14285,107449,0,9780,0,0,0,0,2230,0,4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8920,0,175943,0,157658,15865242,51087,144374,11630,74750,93998,0,115141,914,58001,225758,3199513,240402,59266,119192,0,0,0,0,0,0,3618373,0,239521,1034235,0,0,561211,0,0,8981,0,0,5669,0,133151,0,0,0,0,0,0,0,0,0,0,0,100,0,0,294206,0,180000,16851,0,0,0,0,0,0,0,402362,69670,0,5368,0,508397,165665,16127,83839,0,0,10674,88877,0,13181369,119192,0.007,0.904
SOUTH HILLS,BALDWIN BORO,2010,4834054,0,0,462995,0,146807,1821452,0,0,144846,0,55840,0,0,7465994,240,339795,117569,3518,14050,0,0,15833,0,0,0,11184,117901,0,0,10383,0,5600,223204,110861,0,0,0,0,0,0,0,0,18430,111901,0,7740,0,0,0,0,2010,0,2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2119,0,157000,215542,0,76460,16206539,48808,138779,9025,74389,110623,0,117414,4095,69781,220668,3219814,313534,54159,143659,9500,0,0,0,0,0,3740666,0,248964,1080508,0,0,720553,0,50195,7983,26158,0,3366,561,533521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332255,0,170000,11300,0,0,0,0,0,0,0,433045,60218,0,6774,5000,533260,148219,16179,79116,0,0,238,327318,0,14780979,153159,0.028,1.036
SOUTH HILLS,BALDWIN BORO,2011,4812613,0,0,480331,0,181917,1937754,0,0,127362,0,62050,0,0,7602027,240,484698,113723,1031,7400,0,0,142202,0,0,0,0,16058,14839,36700,10333,0,8433,352575,167427,0,0,0,0,0,0,0,0,13424,256974,0,12300,0,0,0,0,1545,0,6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66840,235090,0,109542,16623181,46402,157847,12675,84015,91923,0,114230,1773,53433,582738,3520138,406162,69039,170346,0,0,0,0,0,0,4165685,0,199191,1147797,0,0,843892,0,3692,4019,30704,0,19368,0,482584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368240,0,180000,5496,0,0,0,0,0,0,0,305000,50731,0,10612,0,653309,214669,17514,91968,0,0,15581,84748,0,16768816,170346,0.011,1.016
SOUTH HILLS,BALDWIN BORO,2012,4756420,0,0,520049,0,134753,2573734,0,0,124854,0,59275,0,0,8169085,240,374976,127772,1063,5050,0,0,21571,0,0,0,15879,10934,35418,53200,11072,0,5600,246752,94824,0,0,0,0,0,0,0,0,13529,246456,0,8490,0,0,0,0,30117,0,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564332,321383,0,79574,17581853,42542,164892,8075,59631,91273,0,116025,3040,46068,206562,3666740,326222,63598,177541,17161,0,0,0,0,0,4251262,0,259634,1130071,0,0,906598,0,180882,21453,112275,0,4910,302,794757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338010,0,180000,9236,0,0,0,0,0,0,0,310000,41467,0,11036,0,650419,253576,19625,113353,0,0,39317,98000,0,16979631,194702,0.018,1.147
SOUTH HILLS,BALDWIN BORO,2013,4855565,0,0,541434,0,177595,2344195,0,0,116815,0,0,0,0,8035604,62950,395734,109207,463,8500,0,0,16223,0,0,0,9813,30400,0,10100,10609,0,5000,260252,107398,0,0,0,0,0,0,0,0,15815,196625,0,10070,0,0,0,0,31064,0,5053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105893,0,77162,18028185,43035,127375,6253,54672,90637,0,151591,2103,31271,165346,3742213,391900,59590,166525,34668,0,0,0,0,0,4394896,0,231426,1223100,0,0,570012,0,1076,13801,0,0,2017,0,810088,0,0,0,0,0,0,0,0,0,0,0,206,0,0,337776,0,180000,9698,0,0,0,0,0,0,0,210000,13330,0,10254,0,877016,200070,85352,84018,0,0,44217,178450,0,16227307,201193,0.013,1.24
SOUTH HILLS,BALDWIN BORO,2014,4796817,0,0,566414,0,177249,2367662,0,0,123092,0,0,0,0,8031234,79892,503987,85472,609,7300,0,0,22354,0,0,0,9069,26486,16007,0,10032,0,6500,259470,101778,0,4200,0,0,0,0,0,0,14134,302089,0,8480,0,0,0,0,960,0,1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E+05,156570,0,75639,16774118,48046,134176,11281,49518,99676,0,113229,1656,42529,191537,4148221,344802,60349,213408,16827,0,0,0,0,0,4783607,0,218440,1227611,0,0,507095,0,360,12150,0,0,5092,0,673441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356001,0,180000,6363,0,0,0,0,0,0,0,220000,4125,0,11241,0,941322,201259,78104,91466,0,0,71040,141669,0,17915347,230235,0.009,1.285
SOUTH HILLS,BALDWIN BORO,2015,5411385,0,0,568247,0,203263,2388100,0,0,137785,0,0,0,0,8708780,72690,418680,85163,11141,8450,0,0,17374,0,0,0,11518,49561,10455,0,9892,0,5000,266617,103947,0,7590,0,0,0,0,0,0,3628,237186,0,14500,0,0,0,0,1015,0,5610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,81597,235453,0,130154,21793277,46389,193625,7025,58104,101424,0,148126,584,81212,180950,3654338,350048,54498,210841,28411,0,0,0,0,0,4298136,0,267533,1110157,0,0,850994,3338,861,9498,0,0,19572,0,892279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102295,0,180000,26698,0,0,0,0,0,0,0,72391,70134,0,0,0,951095,192199,42572,107617,0,0,74565,135500,0,18454262,239252,0.003,1.296
SOUTH HILLS,BALDWIN BORO,2016,5371492,0,0,553706,0,209873,2442563,0,0,127915,0,0,0,0,8705549,60880,427647,79729,16376,3150,0,0,17548,0,0,0,8432,0,8035,44339,9506,0,4700,301851,103181,0,7386,0,0,0,0,0,0,4078,183167,0,22790,0,0,0,0,1159,0,2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69644,7964,98122,41335,0,66359,19795777,45997,219483,8988,142263,25552,0,130562,1883,78407,323318,3610420,370263,50459,213655,11690,0,0,0,0,0,4256487,0,176513,1008060,0,0,668884,0,1000,25459,0,0,84590,0,695483,0,0,0,0,0,0,0,0,0,5736,0,0,0,0,177043,0,185000,9620,0,0,0,0,0,0,0,233937,112625,0,11468,0,907873,140242,12751,135229,0,4690,10537,120101,0,17329755,225345,0.011,1.3
SOUTH HILLS,BALDWIN BORO,2017,5729277,0,0,566936,0,319275,2576707,0,0,145799,0,0,0,0,9337994,56035,539794,76102,33800,2600,0,0,41400,0,0,0,10659,0,7361,50734,9383,0,4700,312001,94280,0,7263,0,0,0,0,0,0,3500,196093,0,28860,0,0,0,0,857,0,40386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87173,1251,2503630,59133,0,55769,26626406,47550,294844,14147,156165,42877,0,115376,629,43375,964923,3647923,340458,50214,208544,2500,0,0,0,0,0,4249639,0,265541,1231728,0,0,710924,0,0,18742,0,0,81340,0,1834772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898460,0,185000,11969,0,0,0,0,0,0,0,257235,147612,0,10015,0,1073827,172463,8133,119841,0,3859,13270,96062,0,22515201,211044,0.003,0.937
SOUTH HILLS,BALDWIN BORO,2018,5797644,0,0,600022,0,253112,2557204,0,0,140353,0,0,0,0,9348335,49065,406497,72013,52788,5175,0,0,109643,0,0,0,12047,0,5985,558027,9962,0,4400,299801,86291,0,10015,0,0,0,0,0,0,5397,167628,0,30881,0,0,0,0,1017,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027,0,1355788,115400,0,0,21604508,50105,297388,18634,169471,2290,0,148497,785,72579,202889,3693799,330577,50236,184078,0,0,0,0,0,0,4258690,0,235788,1115106,0,0,846097,0,0,22812,0,0,46831,0,1619699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680114,0,685000,4951,0,0,0,0,0,0,0,314181,171465,0,13073,0,1003901,189377,7615,85780,0,0,11164,76747,0,24015257,184078,0.003,0.767
SOUTH HILLS,BALDWIN BORO,2019,6297446,0,0,636726,0,286440,2646341,0,0,187123,0,0,0,0,10054076,56695,397642,75805,62202,3850,0,0,93039,0,0,0,11273,8024,28519,33052,9036,0,3800,343073,93607,0,11162,0,0,0,0,0,0,10782,252891,0,13420,0,0,0,0,1018,0,3623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41716,0,210406,349617,0,0,23850923,47542,204949,17654,180671,4475,0,140531,928,115265,171102,3918035,335146,50238,257240,0,0,0,0,0,0,4560659,0,322843,1121064,0,0,1079920,0,0,24786,0,0,36494,0,853460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318959,0,185000,5595,0,0,0,0,0,0,0,411812,157018,0,13888,0,1396346,189984,5782,88159,0,0,8183,92668,0,19218496,257240,0.005,1.339
